ROI1,ROI2,meanAN,meanHEALTH,meanHF,meanLF,stdAN,stdHEALTH,stdHF,stdLF,padj HAN,padj H_LF,padj H_HF,padj AN_LF,padj AN_HF,padj_HF_LF,EF HAN,EF H_LF,EF H_HF,EF AN_LF,EF AN_HF,EF_HF_LF,t HAN,t H_LF,t H_HF,t AN_LF,t AN_HF,t_HF_LF,ROI1,ROI2,meanAN,meanHEALTH,meanHF,meanLF,stdAN,stdHEALTH,stdHF,stdLF,p HAN,p H_LF,p H_HF,p AN_LF,p AN_HF,p_HF_LF,EF HAN,EF H_LF,EF H_HF,EF AN_LF,EF AN_HF,EF_HF_LF,t HAN,t H_LF,t H_HF,t AN_LF,t AN_HF,t_HF_LF
b'rFEF',b'rPCM',0.1070298278424869,0.11195864441889779,0.10703101928756677,0.10565711631428137,0.09700356629125056,0.09761032705806724,0.09700374584324074,0.0963503262663616,1.0,1.0,1.0,1.0,1.0,1.0,-0.050525223190460135,-0.0648133712601467,-0.05051296324735983,0.014163331457874677,-1.2251731354806314e-05,-0.014175611314475197,-0.5052522319046013,-0.648133712601467,-0.5051296324735982,0.14163331457874678,-0.00012251731354806316,-0.14175611314475198,b'rFEF',b'rPCM',0.1070298278424869,0.11195864441889779,0.10703101928756677,0.10565711631428137,0.09700356629125056,0.09761032705806724,0.09700374584324074,0.0963503262663616,0.6136613565334013,0.517272201710335,0.6137473795009183,0.8874413136986323,0.9999023067116775,0.8873443766116889,-0.050525223190460135,-0.0648133712601467,-0.05051296324735983,0.014163331457874677,-1.2251731354806314e-05,-0.014175611314475197,-0.5052522319046013,-0.648133712601467,-0.5051296324735982,0.14163331457874678,-0.00012251731354806316,-0.14175611314475198
b'rFEF',b'rPCM',0.1070298278424869,0.11195864441889779,0.10703101928756677,0.10565711631428137,0.09700356629125056,0.09761032705806724,0.09700374584324074,0.0963503262663616,1.0,1.0,1.0,1.0,1.0,1.0,-0.050525223190460135,-0.0648133712601467,-0.05051296324735983,0.014163331457874677,-1.2251731354806314e-05,-0.014175611314475197,-0.5052522319046013,-0.648133712601467,-0.5051296324735982,0.14163331457874678,-0.00012251731354806316,-0.14175611314475198,b'rFEF',b'rPCM',0.1070298278424869,0.11195864441889779,0.10703101928756677,0.10565711631428137,0.09700356629125056,0.09761032705806724,0.09700374584324074,0.0963503262663616,0.6136613565334013,0.517272201710335,0.6137473795009183,0.8874413136986323,0.9999023067116775,0.8873443766116889,-0.050525223190460135,-0.0648133712601467,-0.05051296324735983,0.014163331457874677,-1.2251731354806314e-05,-0.014175611314475197,-0.5052522319046013,-0.648133712601467,-0.5051296324735982,0.14163331457874678,-0.00012251731354806316,-0.14175611314475198
b'rFEF',b'rPCS',0.1335334155517348,0.13379597844360705,0.13353946173961892,0.13177419504007065,0.11405797509351627,0.12426672386789384,0.11408995325175762,0.11472855257836952,1.0,1.0,1.0,1.0,1.0,1.0,-0.0021958757196096058,-0.016863249139513748,-0.0021450350106915973,0.015340146373468425,-5.286967501458159e-05,-0.015390723216619022,-0.02195875719609606,-0.16863249139513747,-0.021450350106915973,0.15340146373468425,-0.000528696750145816,-0.1539072321661902,b'rFEF',b'rPCS',0.1335334155517348,0.13379597844360705,0.13353946173961892,0.13177419504007065,0.11405797509351627,0.12426672386789384,0.11408995325175762,0.11472855257836952,0.9824918591433546,0.8661713866907084,0.9828971588639815,0.878159436810453,0.9995784259361494,0.877760889872659,-0.0021958757196096058,-0.016863249139513748,-0.0021450350106915973,0.015340146373468425,-5.286967501458159e-05,-0.015390723216619022,-0.02195875719609606,-0.16863249139513747,-0.021450350106915973,0.15340146373468425,-0.000528696750145816,-0.1539072321661902
b'rFEF',b'rPFCCL',0.16219679027622774,0.16594088769935694,0.16218641322183663,0.16138168865358155,0.12170661563082372,0.12409522935328066,0.12170087290867657,0.12034527549168776,1.0,1.0,1.0,1.0,1.0,1.0,-0.03038666469643746,-0.03720538633454585,-0.030471588599327762,0.006717968221369392,8.505144442957616e-05,-0.006632600041659427,-0.30386664696437454,-0.3720538633454585,-0.3047158859932776,0.06717968221369391,0.0008505144442957616,-0.06632600041659428,b'rFEF',b'rPFCCL',0.16219679027622774,0.16594088769935694,0.16218641322183663,0.16138168865358155,0.12170661563082372,0.12409522935328066,0.12170087290867657,0.12034527549168776,0.7613882845409458,0.7100507599766877,0.7607418230338832,0.9464723942454394,0.9993218138678638,0.9471515873224652,-0.03038666469643746,-0.03720538633454585,-0.030471588599327762,0.006717968221369392,8.505144442957616e-05,-0.006632600041659427,-0.30386664696437454,-0.3720538633454585,-0.3047158859932776,0.06717968221369391,0.0008505144442957616,-0.06632600041659428
b'rFEF',b'rPFCDL',0.14640522040956794,0.13859367027461297,0.14633203014018956,0.1704674087442603,0.1469125517285345,0.13255340190358073,0.1466508634002394,0.14305262520314244,1.0,1.0,1.0,1.0,1.0,1.0,0.05569001641874061,0.2305530795214019,0.055222430770225074,-0.1655359545652002,0.0004973851075615099,0.16619135580864056,0.5569001641874061,2.3055307952140187,0.5522243077022506,-1.655359545652002,0.004973851075615099,1.6619135580864055,b'rFEF',b'rPFCDL',0.14640522040956794,0.13859367027461297,0.14633203014018956,0.1704674087442603,0.1469125517285345,0.13255340190358073,0.1466508634002394,0.14305262520314244,0.5779086589263702,0.02165034842534214,0.5811046453002514,0.0986398350330794,0.9960339494409982,0.09731748368924106,0.05569001641874061,0.2305530795214019,0.055222430770225074,-0.1655359545652002,0.0004973851075615099,0.16619135580864056,0.5569001641874061,2.3055307952140187,0.5522243077022506,-1.655359545652002,0.004973851075615099,1.6619135580864055
b'rFEF',b'rPFCDM',0.12785286483827776,0.12821252736704353,0.12785295575030234,0.12663858037433579,0.10627572267314557,0.10764962346114788,0.10627455704633967,0.10661221601560482,1.0,1.0,1.0,1.0,1.0,1.0,-0.003354019087147553,-0.014654861507766846,-0.0033531894431249407,0.011379164484768091,-8.532988977426328e-07,-0.011380078639804461,-0.033540190871475535,-0.14654861507766845,-0.033531894431249404,0.11379164484768092,-8.532988977426327e-06,-0.1138007863980446,b'rFEF',b'rPFCDM',0.12785286483827776,0.12821252736704353,0.12785295575030234,0.12663858037433579,0.10627572267314557,0.10764962346114788,0.10627455704633967,0.10661221601560482,0.9732606301112323,0.8835625149867816,0.9732672418276931,0.9094603399575448,0.9999931959350857,0.9094530977972123,-0.003354019087147553,-0.014654861507766846,-0.0033531894431249407,0.011379164484768091,-8.532988977426328e-07,-0.011380078639804461,-0.033540190871475535,-0.14654861507766845,-0.033531894431249404,0.11379164484768092,-8.532988977426327e-06,-0.1138007863980446
b'rFEF',b'rPFCM',0.14677544104065077,0.15422926946611665,0.1467224522743066,0.14729466525092272,0.12374659498457943,0.12232490707190344,0.12372168735615494,0.12330253268240689,1.0,1.0,1.0,1.0,1.0,1.0,-0.06042996731332252,-0.05632262582784987,-0.06086575587650123,-0.004192880107028656,0.0004271749709130607,0.004621245882251925,-0.6042996731332252,-0.5632262582784988,-0.6086575587650123,-0.04192880107028657,0.004271749709130607,0.04621245882251925,b'rFEF',b'rPFCM',0.14677544104065077,0.15422926946611665,0.1467224522743066,0.14729466525092272,0.12374659498457943,0.12232490707190344,0.12372168735615494,0.12330253268240689,0.5459887370477898,0.5735979825272488,0.5430986636296713,0.9665764824946756,0.9965937875019494,0.9631640906909598,-0.06042996731332252,-0.05632262582784987,-0.06086575587650123,-0.004192880107028656,0.0004271749709130607,0.004621245882251925,-0.6042996731332252,-0.5632262582784988,-0.6086575587650123,-0.04192880107028657,0.004271749709130607,0.04621245882251925
b'rFEF',b'rPFCORB',0.13534688535134223,0.11692689531795802,0.1354442982753251,0.14203241952278767,0.10417397486596426,0.08937104595017112,0.10419637608268155,0.1168567600674545,1.0,1.0,1.0,1.0,1.0,1.0,0.1893138489232101,0.24073556230599477,0.19029145060184094,-0.060243639552017766,-0.0009326575061200179,0.059360194838696055,1.8931384892321008,2.407355623059948,1.9029145060184096,-0.6024363955201777,-0.009326575061200179,0.5936019483869606,b'rFEF',b'rPFCORB',0.13534688535134223,0.11692689531795802,0.1354442982753251,0.14203241952278767,0.10417397486596426,0.08937104595017112,0.10419637608268155,0.1168567600674545,0.05906462294483476,0.01652287998921694,0.057773040222198,0.547226761683011,0.9925632506941842,0.5531155761326347,0.1893138489232101,0.24073556230599477,0.19029145060184094,-0.060243639552017766,-0.0009326575061200179,0.059360194838696055,1.8931384892321008,2.407355623059948,1.9029145060184096,-0.6024363955201777,-0.009326575061200179,0.5936019483869606
b'rFEF',b'rTCC',0.1638588597823908,0.16285409291903075,0.16385427069474554,0.16500886572391935,0.15133291311877636,0.14752671359721056,0.15132295804934,0.15081918013009937,1.0,1.0,1.0,1.0,1.0,1.0,0.006706630381157492,0.014407761566310701,0.00667622426013865,-0.007593034709661345,3.0249540701992614e-05,0.00762358623974726,0.06706630381157491,0.144077615663107,0.0667622426013865,-0.07593034709661345,0.0003024954070199262,0.0762358623974726,b'rFEF',b'rTCC',0.1638588597823908,0.16285409291903075,0.16385427069474554,0.16500886572391935,0.15133291311877636,0.14752671359721056,0.15132295804934,0.15081918013009937,0.9465625963741733,0.8855121043165773,0.946804506230327,0.9395126652685213,0.9997587951467368,0.9392697582342885,0.006706630381157492,0.014407761566310701,0.00667622426013865,-0.007593034709661345,3.0249540701992614e-05,0.00762358623974726,0.06706630381157491,0.144077615663107,0.0667622426013865,-0.07593034709661345,0.0003024954070199262,0.0762358623974726
b'rFEF',b'rTCI',0.12676115945718192,0.12565533614734428,0.12676431925292891,0.12721431759609964,0.11877644040215046,0.1214696116342744,0.11877454732299415,0.11914132454996544,1.0,1.0,1.0,1.0,1.0,1.0,0.009182136201511135,0.012925483232516024,0.009208445109733596,-0.003799827998456223,-2.6536503919342924e-05,0.003773362412619826,0.09182136201511136,0.12925483232516025,0.09208445109733597,-0.037998279984562226,-0.00026536503919342925,0.03773362412619826,b'rFEF',b'rTCI',0.12676115945718192,0.12565533614734428,0.12676431925292891,0.12721431759609964,0.11877644040215046,0.1214696116342744,0.11877454732299415,0.11914132454996544,0.9268861688341272,0.8972213041267185,0.9266772731623613,0.9697081052576965,0.9997884022894896,0.9699189858633962,0.009182136201511135,0.012925483232516024,0.009208445109733596,-0.003799827998456223,-2.6536503919342924e-05,0.003773362412619826,0.09182136201511136,0.12925483232516025,0.09208445109733597,-0.037998279984562226,-0.00026536503919342925,0.03773362412619826
